,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_preiod,yr_mnth
5291,2011-08-13,03_fall,2011,8,9,0,6,0,Mist,28.7,33.34,74.0,11.0,70,138,208,02_morning,2011-08
5292,2011-08-13,03_fall,2011,8,10,0,6,0,Mist,29.52,34.85,74.0,15.0,97,163,260,02_morning,2011-08
5293,2011-08-13,03_fall,2011,8,11,0,6,0,Mist,30.34,34.85,70.0,13.0,122,192,314,02_morning,2011-08
5294,2011-08-13,03_fall,2011,8,12,0,6,0,Mist,27.06,29.54,89.0,11.0,175,246,421,03_afternoon,2011-08
5295,2011-08-13,03_fall,2011,8,13,0,6,0,Mist,30.34,35.6,74.0,22.0,61,92,153,03_afternoon,2011-08
5296,2011-08-13,03_fall,2011,8,14,0,6,0,Clear,30.34,34.85,70.0,17.0,113,146,259,03_afternoon,2011-08
5297,2011-08-13,03_fall,2011,8,15,0,6,0,Light Snow,27.88,31.82,79.0,24.0,150,208,358,03_afternoon,2011-08
5298,2011-08-13,03_fall,2011,8,16,0,6,0,Mist,28.7,33.34,74.0,19.0,148,133,281,04_evening,2011-08
5299,2011-08-13,03_fall,2011,8,17,0,6,0,Mist,29.52,34.85,74.0,17.0,97,172,269,04_evening,2011-08
5300,2011-08-13,03_fall,2011,8,18,0,6,0,Clear,28.7,33.34,74.0,15.0,123,169,292,04_evening,2011-08
5301,2011-08-13,03_fall,2011,8,19,0,6,0,Mist,27.88,31.82,79.0,19.0,67,170,237,04_evening,2011-08
5302,2011-08-13,03_fall,2011,8,20,0,6,0,Mist,27.88,31.82,83.0,15.0,78,105,183,04_evening,2011-08
5303,2011-08-13,03_fall,2011,8,21,0,6,0,Mist,27.88,31.82,83.0,26.0,40,127,167,04_evening,2011-08
5304,2011-08-13,03_fall,2011,8,22,0,6,0,Mist,27.88,31.82,83.0,26.0,36,118,154,04_evening,2011-08
5305,2011-08-13,03_fall,2011,8,23,0,6,0,Mist,27.06,30.3,83.0,22.0,25,95,120,05_night,2011-08
5306,2011-08-14,03_fall,2011,8,0,0,0,0,Light Snow,27.06,30.3,83.0,20.0,19,71,90,01_early morning,2011-08
5307,2011-08-14,03_fall,2011,8,1,0,0,0,Light Snow,26.24,28.79,89.0,15.0,16,57,73,01_early morning,2011-08
5308,2011-08-14,03_fall,2011,8,2,0,0,0,Light Snow,26.24,28.79,89.0,15.0,13,49,62,01_early morning,2011-08
5309,2011-08-14,03_fall,2011,8,3,0,0,0,Mist,26.24,28.03,94.0,17.0,5,22,27,01_early morning,2011-08
5310,2011-08-14,03_fall,2011,8,4,0,0,0,Light Snow,26.24,28.03,94.0,13.0,1,2,3,01_early morning,2011-08
5311,2011-08-14,03_fall,2011,8,5,0,0,0,Mist,26.24,28.03,94.0,11.0,1,9,10,01_early morning,2011-08
5312,2011-08-14,03_fall,2011,8,6,0,0,0,Mist,26.24,28.03,94.0,7.0,2,4,6,02_morning,2011-08
5313,2011-08-14,03_fall,2011,8,7,0,0,0,Mist,27.06,29.54,89.0,13.0,4,20,24,02_morning,2011-08
5314,2011-08-14,03_fall,2011,8,8,0,0,0,Mist,27.06,29.54,89.0,19.0,20,21,41,02_morning,2011-08
5315,2011-08-14,03_fall,2011,8,9,0,0,0,Light Snow,27.06,29.54,89.0,19.0,27,76,103,02_morning,2011-08
5316,2011-08-14,03_fall,2011,8,10,0,0,0,Clear,28.7,33.34,79.0,15.0,67,116,183,02_morning,2011-08
5317,2011-08-14,03_fall,2011,8,11,0,0,0,Clear,28.7,33.34,79.0,13.0,81,117,198,02_morning,2011-08
5318,2011-08-14,03_fall,2011,8,12,0,0,0,Mist,28.7,33.34,79.0,15.0,98,183,281,03_afternoon,2011-08
5319,2011-08-14,03_fall,2011,8,13,0,0,0,Clear,29.52,34.85,74.0,17.0,144,233,377,03_afternoon,2011-08
5320,2011-08-14,03_fall,2011,8,14,0,0,0,Clear,30.34,34.85,70.0,13.0,126,244,370,03_afternoon,2011-08
5321,2011-08-14,03_fall,2011,8,15,0,0,0,Clear,30.34,34.85,66.0,13.0,128,203,331,03_afternoon,2011-08
5322,2011-08-14,03_fall,2011,8,16,0,0,0,Clear,30.34,34.85,66.0,11.0,116,176,292,04_evening,2011-08
5323,2011-08-14,03_fall,2011,8,17,0,0,0,Clear,31.16,35.6,62.0,9.0,133,196,329,04_evening,2011-08
5324,2011-08-14,03_fall,2011,8,18,0,0,0,Clear,30.34,34.85,66.0,11.0,125,222,347,04_evening,2011-08
5325,2011-08-14,03_fall,2011,8,19,0,0,0,Clear,29.52,34.85,74.0,15.0,75,184,259,04_evening,2011-08
5326,2011-08-14,03_fall,2011,8,20,0,0,0,Clear,28.7,33.34,84.0,11.0,67,126,193,04_evening,2011-08
5327,2011-08-14,03_fall,2011,8,21,0,0,0,Light Snow,24.6,27.27,88.0,33.0,51,104,155,04_evening,2011-08
5328,2011-08-14,03_fall,2011,8,22,0,0,0,Light Snow,24.6,27.27,88.0,33.0,14,25,39,04_evening,2011-08
5329,2011-08-14,03_fall,2011,8,23,0,0,0,Light Snow,24.6,28.03,83.0,0.0,5,22,27,05_night,2011-08
5330,2011-08-15,03_fall,2011,8,0,0,1,1,Light Snow,24.6,27.27,88.0,6.0,7,18,25,01_early morning,2011-08
5331,2011-08-15,03_fall,2011,8,1,0,1,1,Mist,24.6,27.27,88.0,9.0,1,9,10,01_early morning,2011-08
5332,2011-08-15,03_fall,2011,8,2,0,1,1,Mist,24.6,28.03,83.0,0.0,0,3,3,01_early morning,2011-08
5333,2011-08-15,03_fall,2011,8,3,0,1,1,Clear,24.6,28.03,83.0,13.0,1,6,7,01_early morning,2011-08
5334,2011-08-15,03_fall,2011,8,4,0,1,1,Clear,24.6,28.03,83.0,9.0,1,4,5,01_early morning,2011-08
5335,2011-08-15,03_fall,2011,8,5,0,1,1,Mist,24.6,27.27,88.0,13.0,3,14,17,01_early morning,2011-08
5336,2011-08-15,03_fall,2011,8,6,0,1,1,Clear,24.6,27.27,88.0,17.0,3,87,90,02_morning,2011-08
5337,2011-08-15,03_fall,2011,8,7,0,1,1,Clear,24.6,27.27,88.0,17.0,10,248,258,02_morning,2011-08
5338,2011-08-15,03_fall,2011,8,8,0,1,1,Clear,26.24,29.54,78.0,22.0,29,326,355,02_morning,2011-08
5339,2011-08-15,03_fall,2011,8,9,0,1,1,Clear,26.24,29.54,78.0,22.0,52,170,222,02_morning,2011-08
5340,2011-08-15,03_fall,2011,8,10,0,1,1,Clear,27.88,31.82,69.0,19.0,54,87,141,02_morning,2011-08
5341,2011-08-15,03_fall,2011,8,11,0,1,1,Mist,29.52,34.09,62.0,17.0,41,112,153,02_morning,2011-08
5342,2011-08-15,03_fall,2011,8,12,0,1,1,Clear,30.34,34.09,58.0,19.0,62,116,178,03_afternoon,2011-08
5343,2011-08-15,03_fall,2011,8,13,0,1,1,Clear,31.98,35.6,52.0,19.0,53,140,193,03_afternoon,2011-08
5344,2011-08-15,03_fall,2011,8,14,0,1,1,Clear,30.34,34.09,55.0,6.0,56,95,151,03_afternoon,2011-08
5345,2011-08-15,03_fall,2011,8,15,0,1,1,Light Snow,30.34,34.09,55.0,20.0,49,133,182,03_afternoon,2011-08
5346,2011-08-15,03_fall,2011,8,16,0,1,1,Clear,30.34,34.09,55.0,22.0,58,225,283,04_evening,2011-08
5347,2011-08-15,03_fall,2011,8,17,0,1,1,Clear,30.34,33.34,51.0,19.0,59,471,530,04_evening,2011-08
5348,2011-08-15,03_fall,2011,8,18,0,1,1,Clear,28.7,32.57,65.0,13.0,70,413,483,04_evening,2011-08
5349,2011-08-15,03_fall,2011,8,19,0,1,1,Clear,28.7,32.57,65.0,0.0,54,343,397,04_evening,2011-08
5350,2011-08-15,03_fall,2011,8,20,0,1,1,Clear,27.06,31.06,74.0,9.0,45,240,285,04_evening,2011-08
5351,2011-08-15,03_fall,2011,8,21,0,1,1,Clear,27.06,31.06,65.0,13.0,34,150,184,04_evening,2011-08
5352,2011-08-15,03_fall,2011,8,22,0,1,1,Clear,27.06,31.06,69.0,17.0,22,76,98,04_evening,2011-08
5353,2011-08-15,03_fall,2011,8,23,0,1,1,Clear,26.24,30.3,69.0,15.0,11,77,88,05_night,2011-08
5354,2011-08-16,03_fall,2011,8,0,0,2,1,Clear,26.24,30.3,69.0,7.0,8,23,31,01_early morning,2011-08
5355,2011-08-16,03_fall,2011,8,1,0,2,1,Clear,26.24,30.3,69.0,11.0,4,12,16,01_early morning,2011-08
5356,2011-08-16,03_fall,2011,8,2,0,2,1,Clear,25.42,29.54,73.0,15.0,1,3,4,01_early morning,2011-08
5357,2011-08-16,03_fall,2011,8,3,0,2,1,Clear,25.42,29.54,73.0,15.0,1,5,6,01_early morning,2011-08
5358,2011-08-16,03_fall,2011,8,4,0,2,1,Clear,26.24,30.3,69.0,20.0,0,5,5,01_early morning,2011-08
5359,2011-08-16,03_fall,2011,8,5,0,2,1,Clear,25.42,29.54,73.0,19.0,1,29,30,01_early morning,2011-08
5360,2011-08-16,03_fall,2011,8,6,0,2,1,Clear,25.42,29.54,73.0,22.0,4,115,119,02_morning,2011-08
5361,2011-08-16,03_fall,2011,8,7,0,2,1,Clear,26.24,30.3,69.0,17.0,18,328,346,02_morning,2011-08
5362,2011-08-16,03_fall,2011,8,8,0,2,1,Clear,28.7,32.57,58.0,30.0,24,417,441,02_morning,2011-08
5363,2011-08-16,03_fall,2011,8,9,0,2,1,Clear,27.88,31.82,61.0,19.0,27,171,198,02_morning,2011-08
5364,2011-08-16,03_fall,2011,8,10,0,2,1,Clear,28.7,32.57,58.0,26.0,28,83,111,02_morning,2011-08
5365,2011-08-16,03_fall,2011,8,11,0,2,1,Clear,30.34,33.34,51.0,15.0,40,110,150,02_morning,2011-08
5366,2011-08-16,03_fall,2011,8,12,0,2,1,Clear,31.16,34.09,48.0,22.0,42,120,162,03_afternoon,2011-08
5367,2011-08-16,03_fall,2011,8,13,0,2,1,Clear,31.16,34.09,48.0,20.0,45,147,192,03_afternoon,2011-08
5368,2011-08-16,03_fall,2011,8,14,0,2,1,Clear,31.16,34.09,45.0,28.0,65,117,182,03_afternoon,2011-08
5369,2011-08-16,03_fall,2011,8,15,0,2,1,Clear,32.8,35.6,41.0,20.0,36,123,159,03_afternoon,2011-08
5370,2011-08-16,03_fall,2011,8,16,0,2,1,Clear,32.8,35.6,41.0,15.0,55,248,303,04_evening,2011-08
5371,2011-08-16,03_fall,2011,8,17,0,2,1,Clear,31.16,34.09,45.0,22.0,75,525,600,04_evening,2011-08
5372,2011-08-16,03_fall,2011,8,18,0,2,1,Clear,31.16,34.09,45.0,15.0,54,516,570,04_evening,2011-08
5373,2011-08-16,03_fall,2011,8,19,0,2,1,Clear,30.34,33.34,48.0,13.0,56,320,376,04_evening,2011-08
5374,2011-08-16,03_fall,2011,8,20,0,2,1,Clear,30.34,33.34,51.0,0.0,48,232,280,04_evening,2011-08
5375,2011-08-16,03_fall,2011,8,21,0,2,1,Clear,29.52,33.34,54.0,0.0,38,177,215,04_evening,2011-08
5376,2011-08-16,03_fall,2011,8,22,0,2,1,Clear,28.7,32.57,61.0,0.0,31,121,152,04_evening,2011-08
5377,2011-08-16,03_fall,2011,8,23,0,2,1,Clear,27.06,31.06,65.0,9.0,20,57,77,05_night,2011-08
5378,2011-08-17,03_fall,2011,8,0,0,3,1,Clear,27.06,31.06,69.0,6.0,8,16,24,01_early morning,2011-08
5379,2011-08-17,03_fall,2011,8,1,0,3,1,Clear,26.24,30.3,73.0,11.0,2,12,14,01_early morning,2011-08
5380,2011-08-17,03_fall,2011,8,2,0,3,1,Clear,27.06,31.06,69.0,0.0,0,6,6,01_early morning,2011-08
5381,2011-08-17,03_fall,2011,8,3,0,3,1,Clear,26.24,29.54,78.0,0.0,1,4,5,01_early morning,2011-08
5382,2011-08-17,03_fall,2011,8,4,0,3,1,Clear,26.24,30.3,73.0,0.0,0,5,5,01_early morning,2011-08
5383,2011-08-17,03_fall,2011,8,5,0,3,1,Clear,26.24,30.3,73.0,0.0,0,28,28,01_early morning,2011-08
5384,2011-08-17,03_fall,2011,8,6,0,3,1,Clear,25.42,29.54,78.0,0.0,4,101,105,02_morning,2011-08
5385,2011-08-17,03_fall,2011,8,7,0,3,1,Clear,27.06,31.06,65.0,6.0,12,296,308,02_morning,2011-08
5386,2011-08-17,03_fall,2011,8,8,0,3,1,Clear,28.7,32.57,54.0,11.0,35,452,487,02_morning,2011-08
5387,2011-08-17,03_fall,2011,8,9,0,3,1,Clear,30.34,33.34,48.0,6.0,31,178,209,02_morning,2011-08
5388,2011-08-17,03_fall,2011,8,10,0,3,1,Clear,31.16,34.09,43.0,6.0,27,91,118,02_morning,2011-08
5389,2011-08-17,03_fall,2011,8,11,0,3,1,Clear,31.98,34.85,43.0,7.0,20,108,128,02_morning,2011-08
5390,2011-08-17,03_fall,2011,8,12,0,3,1,Clear,32.8,36.36,43.0,19.0,26,163,189,03_afternoon,2011-08
5391,2011-08-17,03_fall,2011,8,13,0,3,1,Clear,32.8,35.6,41.0,13.0,38,138,176,03_afternoon,2011-08
5392,2011-08-17,03_fall,2011,8,14,0,3,1,Clear,33.62,36.36,36.0,11.0,54,138,192,03_afternoon,2011-08
5393,2011-08-17,03_fall,2011,8,15,0,3,1,Clear,32.8,36.36,43.0,9.0,42,117,159,03_afternoon,2011-08
5394,2011-08-17,03_fall,2011,8,16,0,3,1,Clear,33.62,37.12,43.0,15.0,62,238,300,04_evening,2011-08
5395,2011-08-17,03_fall,2011,8,17,0,3,1,Clear,32.8,37.12,49.0,15.0,46,506,552,04_evening,2011-08
5396,2011-08-17,03_fall,2011,8,18,0,3,1,Clear,31.16,34.85,55.0,17.0,86,470,556,04_evening,2011-08
5397,2011-08-17,03_fall,2011,8,19,0,3,1,Clear,31.16,34.85,55.0,15.0,50,297,347,04_evening,2011-08
5398,2011-08-17,03_fall,2011,8,20,0,3,1,Clear,30.34,34.09,58.0,17.0,37,243,280,04_evening,2011-08
5399,2011-08-17,03_fall,2011,8,21,0,3,1,Clear,29.52,34.09,62.0,15.0,38,192,230,04_evening,2011-08
5400,2011-08-17,03_fall,2011,8,22,0,3,1,Clear,28.7,32.57,65.0,13.0,29,142,171,04_evening,2011-08
5401,2011-08-17,03_fall,2011,8,23,0,3,1,Clear,28.7,32.57,65.0,19.0,20,85,105,05_night,2011-08
5402,2011-08-18,03_fall,2011,8,0,0,4,1,Clear,27.88,31.82,65.0,9.0,18,38,56,01_early morning,2011-08
5403,2011-08-18,03_fall,2011,8,1,0,4,1,Mist,27.06,31.06,65.0,11.0,13,11,24,01_early morning,2011-08
5404,2011-08-18,03_fall,2011,8,2,0,4,1,Clear,27.06,31.06,65.0,15.0,2,4,6,01_early morning,2011-08
5405,2011-08-18,03_fall,2011,8,3,0,4,1,Clear,27.06,31.06,69.0,19.0,0,6,6,01_early morning,2011-08
5406,2011-08-18,03_fall,2011,8,4,0,4,1,Clear,26.24,30.3,73.0,15.0,0,9,9,01_early morning,2011-08
5407,2011-08-18,03_fall,2011,8,5,0,4,1,Clear,26.24,29.54,78.0,19.0,0,27,27,01_early morning,2011-08
5408,2011-08-18,03_fall,2011,8,6,0,4,1,Mist,26.24,29.54,78.0,17.0,6,97,103,02_morning,2011-08
5409,2011-08-18,03_fall,2011,8,7,0,4,1,Clear,26.24,29.54,78.0,20.0,19,289,308,02_morning,2011-08
5410,2011-08-18,03_fall,2011,8,8,0,4,1,Clear,27.06,31.06,74.0,19.0,27,393,420,02_morning,2011-08
5411,2011-08-18,03_fall,2011,8,9,0,4,1,Clear,29.52,34.09,66.0,17.0,42,186,228,02_morning,2011-08
5412,2011-08-18,03_fall,2011,8,10,0,4,1,Clear,30.34,34.85,66.0,17.0,37,92,129,02_morning,2011-08
5413,2011-08-18,03_fall,2011,8,11,0,4,1,Clear,31.16,35.6,58.0,17.0,44,97,141,02_morning,2011-08
5414,2011-08-18,03_fall,2011,8,12,0,4,1,Clear,32.8,37.12,52.0,19.0,34,139,173,03_afternoon,2011-08
5415,2011-08-18,03_fall,2011,8,13,0,4,1,Clear,32.8,37.12,52.0,24.0,33,154,187,03_afternoon,2011-08
5416,2011-08-18,03_fall,2011,8,14,0,4,1,Clear,33.62,37.88,46.0,22.0,67,115,182,03_afternoon,2011-08
5417,2011-08-18,03_fall,2011,8,15,0,4,1,Clear,32.8,36.36,46.0,24.0,56,118,174,03_afternoon,2011-08
5418,2011-08-18,03_fall,2011,8,16,0,4,1,Clear,32.8,36.36,46.0,24.0,49,196,245,04_evening,2011-08
5419,2011-08-18,03_fall,2011,8,17,0,4,1,Light Snow,32.8,36.36,46.0,20.0,44,365,409,04_evening,2011-08
5420,2011-08-18,03_fall,2011,8,18,0,4,1,Light Snow,31.16,34.85,55.0,17.0,48,226,274,04_evening,2011-08
5421,2011-08-18,03_fall,2011,8,19,0,4,1,Clear,27.06,30.3,83.0,7.0,26,115,141,04_evening,2011-08
5422,2011-08-18,03_fall,2011,8,20,0,4,1,Clear,27.06,30.3,83.0,7.0,24,141,165,04_evening,2011-08
5423,2011-08-18,03_fall,2011,8,21,0,4,1,Mist,27.88,31.82,79.0,0.0,12,137,149,04_evening,2011-08
5424,2011-08-18,03_fall,2011,8,22,0,4,1,Mist,28.7,33.34,74.0,7.0,18,117,135,04_evening,2011-08
5425,2011-08-18,03_fall,2011,8,23,0,4,1,Mist,28.7,33.34,74.0,9.0,20,94,114,05_night,2011-08
5426,2011-08-19,03_fall,2011,8,0,0,5,1,Light Snow,27.88,31.82,69.0,13.0,9,53,62,01_early morning,2011-08
5427,2011-08-19,03_fall,2011,8,1,0,5,1,Light Snow,26.24,28.79,89.0,0.0,1,19,20,01_early morning,2011-08
5428,2011-08-19,03_fall,2011,8,2,0,5,1,Light Snow,26.24,28.79,83.0,0.0,0,8,8,01_early morning,2011-08
5429,2011-08-19,03_fall,2011,8,3,0,5,1,Clear,26.24,29.54,78.0,0.0,2,1,3,01_early morning,2011-08
5430,2011-08-19,03_fall,2011,8,4,0,5,1,Clear,26.24,28.79,83.0,0.0,1,7,8,01_early morning,2011-08
5431,2011-08-19,03_fall,2011,8,5,0,5,1,Clear,26.24,28.79,83.0,0.0,1,16,17,01_early morning,2011-08
5432,2011-08-19,03_fall,2011,8,6,0,5,1,Clear,26.24,28.79,83.0,0.0,2,91,93,02_morning,2011-08
5433,2011-08-19,03_fall,2011,8,7,0,5,1,Mist,27.06,30.3,83.0,6.0,12,251,263,02_morning,2011-08
5434,2011-08-19,03_fall,2011,8,8,0,5,1,Mist,27.06,30.3,83.0,0.0,30,368,398,02_morning,2011-08
5435,2011-08-19,03_fall,2011,8,9,0,5,1,Clear,28.7,32.57,65.0,9.0,31,187,218,02_morning,2011-08
5436,2011-08-19,03_fall,2011,8,10,0,5,1,Clear,29.52,34.09,62.0,6.0,57,108,165,02_morning,2011-08
5437,2011-08-19,03_fall,2011,8,11,0,5,1,Mist,29.52,34.09,66.0,6.0,45,120,165,02_morning,2011-08
5438,2011-08-19,03_fall,2011,8,12,0,5,1,Mist,30.34,34.09,62.0,6.0,54,168,222,03_afternoon,2011-08
5439,2011-08-19,03_fall,2011,8,13,0,5,1,Mist,31.16,35.6,62.0,13.0,63,169,232,03_afternoon,2011-08
5440,2011-08-19,03_fall,2011,8,14,0,5,1,Clear,31.98,36.36,55.0,13.0,78,142,220,03_afternoon,2011-08
5441,2011-08-19,03_fall,2011,8,15,0,5,1,Clear,32.8,37.12,49.0,7.0,66,156,222,03_afternoon,2011-08
5442,2011-08-19,03_fall,2011,8,16,0,5,1,Clear,32.8,37.12,49.0,0.0,66,261,327,04_evening,2011-08
5443,2011-08-19,03_fall,2011,8,17,0,5,1,Clear,31.16,35.6,58.0,35.0,85,442,527,04_evening,2011-08
5444,2011-08-19,03_fall,2011,8,18,0,5,1,Clear,31.16,35.6,58.0,35.0,88,337,425,04_evening,2011-08
5445,2011-08-19,03_fall,2011,8,19,0,5,1,Light Snow,25.42,29.54,73.0,31.0,33,132,165,04_evening,2011-08
5446,2011-08-19,03_fall,2011,8,20,0,5,1,Light Snow,25.42,28.79,83.0,20.0,12,46,58,04_evening,2011-08
5447,2011-08-19,03_fall,2011,8,21,0,5,1,Clear,25.42,28.79,83.0,9.0,18,89,107,04_evening,2011-08
5448,2011-08-19,03_fall,2011,8,22,0,5,1,Clear,24.6,27.27,88.0,9.0,25,97,122,04_evening,2011-08
5449,2011-08-19,03_fall,2011,8,23,0,5,1,Mist,24.6,27.27,88.0,6.0,18,88,106,05_night,2011-08
5450,2011-08-20,03_fall,2011,8,0,0,6,0,Clear,24.6,27.27,88.0,0.0,21,107,128,01_early morning,2011-08
5451,2011-08-20,03_fall,2011,8,1,0,6,0,Clear,25.42,28.79,83.0,0.0,12,35,47,01_early morning,2011-08
5452,2011-08-20,03_fall,2011,8,2,0,6,0,Clear,25.42,29.54,78.0,0.0,10,59,69,01_early morning,2011-08
5453,2011-08-20,03_fall,2011,8,3,0,6,0,Clear,25.42,29.54,78.0,0.0,9,42,51,01_early morning,2011-08
5454,2011-08-20,03_fall,2011,8,4,0,6,0,Mist,24.6,27.27,88.0,0.0,1,6,7,01_early morning,2011-08
5455,2011-08-20,03_fall,2011,8,5,0,6,0,Clear,24.6,28.03,83.0,0.0,0,8,8,01_early morning,2011-08
5456,2011-08-20,03_fall,2011,8,6,0,6,0,Mist,24.6,28.03,83.0,9.0,6,18,24,02_morning,2011-08
5457,2011-08-20,03_fall,2011,8,7,0,6,0,Clear,25.42,28.79,83.0,0.0,8,36,44,02_morning,2011-08
5458,2011-08-20,03_fall,2011,8,8,0,6,0,Clear,27.06,31.06,69.0,0.0,27,106,133,02_morning,2011-08
5459,2011-08-20,03_fall,2011,8,9,0,6,0,Clear,28.7,32.57,65.0,0.0,51,139,190,02_morning,2011-08
5460,2011-08-20,03_fall,2011,8,10,0,6,0,Clear,29.52,34.09,62.0,7.0,114,192,306,02_morning,2011-08
5461,2011-08-20,03_fall,2011,8,11,0,6,0,Clear,29.52,33.34,58.0,0.0,115,223,338,02_morning,2011-08
5462,2011-08-20,03_fall,2011,8,12,0,6,0,Clear,30.34,34.09,58.0,9.0,156,253,409,03_afternoon,2011-08
5463,2011-08-20,03_fall,2011,8,13,0,6,0,Clear,31.16,34.85,55.0,9.0,158,220,378,03_afternoon,2011-08
5464,2011-08-20,03_fall,2011,8,14,0,6,0,Clear,32.8,37.12,49.0,13.0,147,228,375,03_afternoon,2011-08
5465,2011-08-20,03_fall,2011,8,15,0,6,0,Clear,32.8,36.36,43.0,13.0,175,215,390,03_afternoon,2011-08
5466,2011-08-20,03_fall,2011,8,16,0,6,0,Clear,32.8,36.36,46.0,13.0,151,222,373,04_evening,2011-08
5467,2011-08-20,03_fall,2011,8,17,0,6,0,Clear,32.8,37.12,49.0,13.0,180,203,383,04_evening,2011-08
5468,2011-08-20,03_fall,2011,8,18,0,6,0,Clear,31.16,35.6,58.0,17.0,169,225,394,04_evening,2011-08
5469,2011-08-20,03_fall,2011,8,19,0,6,0,Clear,30.34,34.09,62.0,13.0,109,182,291,04_evening,2011-08
5470,2011-08-20,03_fall,2011,8,20,0,6,0,Clear,30.34,34.09,62.0,15.0,78,170,248,04_evening,2011-08
5471,2011-08-20,03_fall,2011,8,21,0,6,0,Clear,29.52,34.09,70.0,15.0,81,144,225,04_evening,2011-08
5472,2011-08-20,03_fall,2011,8,22,0,6,0,Mist,28.7,33.34,74.0,13.0,77,146,223,04_evening,2011-08
5473,2011-08-20,03_fall,2011,8,23,0,6,0,Clear,28.7,33.34,74.0,9.0,59,98,157,05_night,2011-08
5474,2011-08-21,03_fall,2011,8,0,0,0,0,Clear,28.7,33.34,74.0,13.0,6,68,74,01_early morning,2011-08
5475,2011-08-21,03_fall,2011,8,1,0,0,0,Clear,27.88,31.82,79.0,15.0,17,69,86,01_early morning,2011-08
5476,2011-08-21,03_fall,2011,8,2,0,0,0,Clear,27.88,31.82,79.0,13.0,13,51,64,01_early morning,2011-08
5477,2011-08-21,03_fall,2011,8,3,0,0,0,Clear,27.06,30.3,83.0,15.0,25,26,51,01_early morning,2011-08
5478,2011-08-21,03_fall,2011,8,4,0,0,0,Clear,27.88,31.82,83.0,15.0,1,5,6,01_early morning,2011-08
5479,2011-08-21,03_fall,2011,8,5,0,0,0,Clear,27.06,29.54,89.0,20.0,0,8,8,01_early morning,2011-08
5480,2011-08-21,03_fall,2011,8,6,0,0,0,Clear,27.06,29.54,89.0,19.0,4,10,14,02_morning,2011-08
5481,2011-08-21,03_fall,2011,8,7,0,0,0,Clear,27.88,31.82,83.0,20.0,12,19,31,02_morning,2011-08
5482,2011-08-21,03_fall,2011,8,8,0,0,0,Clear,28.7,33.34,79.0,15.0,30,62,92,02_morning,2011-08
5483,2011-08-21,03_fall,2011,8,9,0,0,0,Clear,29.52,34.85,74.0,15.0,80,151,231,02_morning,2011-08
5484,2011-08-21,03_fall,2011,8,10,0,0,0,Clear,30.34,35.6,74.0,17.0,97,177,274,02_morning,2011-08
5485,2011-08-21,03_fall,2011,8,11,0,0,0,Clear,32.8,39.4,63.0,19.0,132,181,313,02_morning,2011-08
5486,2011-08-21,03_fall,2011,8,12,0,0,0,Clear,33.62,40.15,59.0,19.0,135,239,374,03_afternoon,2011-08
5487,2011-08-21,03_fall,2011,8,13,0,0,0,Clear,32.8,38.64,59.0,28.0,94,216,310,03_afternoon,2011-08
5488,2011-08-21,03_fall,2011,8,14,0,0,0,Light Snow,28.7,33.34,79.0,26.0,78,157,235,03_afternoon,2011-08
5489,2011-08-21,03_fall,2011,8,15,0,0,0,Clear,28.7,33.34,84.0,19.0,17,51,68,03_afternoon,2011-08
5490,2011-08-21,03_fall,2011,8,16,0,0,0,Clear,29.52,34.85,79.0,11.0,97,161,258,04_evening,2011-08
5491,2011-08-21,03_fall,2011,8,17,0,0,0,Clear,29.52,34.85,79.0,9.0,91,179,270,04_evening,2011-08
5492,2011-08-21,03_fall,2011,8,18,0,0,0,Clear,29.52,34.85,79.0,17.0,96,215,311,04_evening,2011-08
5493,2011-08-21,03_fall,2011,8,19,0,0,0,Clear,29.52,34.09,70.0,17.0,81,201,282,04_evening,2011-08
5494,2011-08-21,03_fall,2011,8,20,0,0,0,Clear,28.7,33.34,79.0,17.0,41,140,181,04_evening,2011-08
5495,2011-08-21,03_fall,2011,8,21,0,0,0,Clear,28.7,33.34,79.0,17.0,45,93,138,04_evening,2011-08
5496,2011-08-21,03_fall,2011,8,22,0,0,0,Mist,28.7,33.34,79.0,13.0,37,97,134,04_evening,2011-08
5497,2011-08-21,03_fall,2011,8,23,0,0,0,Clear,28.7,33.34,74.0,11.0,20,48,68,05_night,2011-08
5498,2011-08-22,03_fall,2011,8,0,0,1,1,Clear,27.88,31.82,79.0,11.0,18,22,40,01_early morning,2011-08
5499,2011-08-22,03_fall,2011,8,1,0,1,1,Clear,27.88,31.82,79.0,6.0,8,13,21,01_early morning,2011-08
5500,2011-08-22,03_fall,2011,8,2,0,1,1,Mist,28.7,32.57,65.0,7.0,2,6,8,01_early morning,2011-08
5501,2011-08-22,03_fall,2011,8,3,0,1,1,Light Snow,28.7,32.57,65.0,9.0,0,5,5,01_early morning,2011-08
5502,2011-08-22,03_fall,2011,8,4,0,1,1,Clear,27.88,31.82,65.0,13.0,2,10,12,01_early morning,2011-08
5503,2011-08-22,03_fall,2011,8,5,0,1,1,Clear,27.06,31.06,65.0,24.0,1,23,24,01_early morning,2011-08
5504,2011-08-22,03_fall,2011,8,6,0,1,1,Clear,27.06,31.06,61.0,20.0,6,106,112,02_morning,2011-08
5505,2011-08-22,03_fall,2011,8,7,0,1,1,Clear,27.06,31.06,61.0,22.0,11,270,281,02_morning,2011-08
